"","item_definition","Age_Months","Percentage_Knowing"
"8137","them","22",0.06
"8138","them","23",0.08
"8139","them","24",0.09
"8140","them","25",0.14
"8141","them","26",0.19
"8142","them","27",0.24
"8143","them","28",0.33
"8144","them","29",0.3
"8145","them","30",0.34
"8146","these","16",0.02
"8147","these","17",0.03
"8148","these","18",0.04
"8149","these","19",0.05
"8150","these","20",0.08
"8151","these","21",0.08
"8152","these","22",0.11
"8153","these","23",0.15
"8154","these","24",0.18
"8155","these","25",0.25
"8156","these","26",0.31
"8157","these","27",0.35
"8158","these","28",0.48
"8159","these","29",0.41
"8160","these","30",0.44
"8161","they","16",0
"8162","they","17",0.02
"8163","they","18",0.01
"8164","they","19",0.02
"8165","they","20",0.03
"8166","they","21",0.02
"8167","they","22",0.04
"8168","they","23",0.08
"8169","they","24",0.1
"8170","they","25",0.12
"8171","they","26",0.18
"8172","they","27",0.23
"8173","they","28",0.34
"8174","they","29",0.35
"8175","they","30",0.4
"8176","this","16",0.12
"8177","this","17",0.14
"8178","this","18",0.16
"8179","this","19",0.21
"8180","this","20",0.23
"8181","this","21",0.24
"8182","this","22",0.33
"8183","this","23",0.36
"8184","this","24",0.42
"8185","this","25",0.48
"8186","this","26",0.55
"8187","this","27",0.53
"8188","this","28",0.74
"8189","this","29",0.6
"8190","this","30",0.66
"8191","those","16",0.01
"8192","those","17",0.02
"8193","those","18",0.02
"8194","those","19",0.04
"8195","those","20",0.05
"8196","those","21",0.04
"8197","those","22",0.06
"8198","those","23",0.1
"8199","those","24",0.14
"8200","those","25",0.16
"8201","those","26",0.18
"8202","those","27",0.25
"8203","those","28",0.4
"8204","those","29",0.35
"8205","those","30",0.4
"8206","us","16",0
"8207","us","17",0.01
"8208","us","18",0.01
"8209","us","19",0.02
"8210","us","20",0.02
"8211","us","21",0.01
"8212","us","22",0.05
"8213","us","23",0.07
"8214","us","24",0.07
"8215","us","25",0.11
"8216","us","26",0.13
"8217","us","27",0.17
"8218","us","28",0.25
"8219","us","29",0.26
"8220","us","30",0.3
"8221","we","16",0
"8222","we","17",0.03
"8223","we","18",0.02
"8224","we","19",0.03
"8225","we","20",0.04
"8226","we","21",0.04
"8227","we","22",0.1
"8228","we","23",0.09
"8229","we","24",0.13
"8230","we","25",0.19
"8231","we","26",0.22
"8232","we","27",0.35
"8233","we","28",0.41
"8234","we","29",0.39
"8235","we","30",0.45
"8236","you","16",0.07
"8237","you","17",0.07
"8238","you","18",0.14
"8239","you","19",0.2
"8240","you","20",0.24
"8241","you","21",0.27
"8242","you","22",0.35
"8243","you","23",0.43
"8244","you","24",0.47
"8245","you","25",0.57
"8246","you","26",0.63
"8247","you","27",0.7
"8248","you","28",0.82
"8249","you","29",0.78
"8250","you","30",0.8
"8251","your","16",0
"8252","your","17",0.02
"8253","your","18",0.01
"8254","your","19",0.04
"8255","your","20",0.04
"8256","your","21",0.05
"8257","your","22",0.08
"8258","your","23",0.13
"8259","your","24",0.17
"8260","your","25",0.23
"8261","your","26",0.27
"8262","your","27",0.29
"8263","your","28",0.49
"8264","your","29",0.44
"8265","your","30",0.51
"8266","yourself","16",0
"8267","yourself","17",0.01
"8268","yourself","18",0.01
"8269","yourself","19",0.01
"8270","yourself","20",0.02
"8271","yourself","21",0
"8272","yourself","22",0.02
"8273","yourself","23",0.04
"8274","yourself","24",0.05
"8275","yourself","25",0.06
"8276","yourself","26",0.09
"8277","yourself","27",0.12
"8278","yourself","28",0.2
"8279","yourself","29",0.15
"8280","yourself","30",0.22
"8281","how","16",0
"8282","how","17",0.02
"8283","how","18",0.03
"8284","how","19",0.03
"8285","how","20",0.05
"8286","how","21",0.05
"8287","how","22",0.08
"8288","how","23",0.12
"8289","how","24",0.14
"8290","how","25",0.17
"8291","how","26",0.24
"8292","how","27",0.3
"8293","how","28",0.41
"8294","how","29",0.4
"8295","how","30",0.46
"8296","what","16",0.11
"8297","what","17",0.14
"8298","what","18",0.16
"8299","what","19",0.21
"8300","what","20",0.24
"8301","what","21",0.25
"8302","what","22",0.38
"8303","what","23",0.43
"8304","what","24",0.47
"8305","what","25",0.56
"8306","what","26",0.58
"8307","what","27",0.7
"8308","what","28",0.79
"8309","what","29",0.73
"8310","what","30",0.78
"8311","when","16",0
"8312","when","17",0.02
"8313","when","18",0.02
"8314","when","19",0.02
"8315","when","20",0.02
"8316","when","21",0.03
"8317","when","22",0.03
"8318","when","23",0.06
"8319","when","24",0.07
"8320","when","25",0.11
"8321","when","26",0.18
"8322","when","27",0.24
"8323","when","28",0.3
"8324","when","29",0.29
"8325","when","30",0.39
"8326","where","16",0.04
"8327","where","17",0.08
"8328","where","18",0.09
"8329","where","19",0.12
"8330","where","20",0.14
"8331","where","21",0.17
"8332","where","22",0.27
"8333","where","23",0.39
"8334","where","24",0.42
"8335","where","25",0.48
"8336","where","26",0.52
"8337","where","27",0.61
"8338","where","28",0.76
"8339","where","29",0.68
"8340","where","30",0.71
"8341","which","16",0
"8342","which","17",0.02
"8343","which","18",0.02
"8344","which","19",0.02
"8345","which","20",0.02
"8346","which","21",0.02
"8347","which","22",0.02
"8348","which","23",0.04
"8349","which","24",0.06
"8350","which","25",0.08
"8351","which","26",0.11
"8352","which","27",0.12
"8353","which","28",0.19
"8354","which","29",0.23
"8355","which","30",0.26
"8356","who","16",0.03
"8357","who","17",0.04
"8358","who","18",0.05
"8359","who","19",0.05
"8360","who","20",0.09
"8361","who","21",0.09
"8362","who","22",0.14
"8363","who","23",0.18
"8364","who","24",0.22
"8365","who","25",0.27
"8366","who","26",0.32
"8367","who","27",0.44
"8368","who","28",0.55
"8369","who","29",0.49
"8370","who","30",0.58
"8371","why","16",0.02
"8372","why","17",0.06
"8373","why","18",0.08
"8374","why","19",0.11
"8375","why","20",0.12
"8376","why","21",0.13
"8377","why","22",0.18
"8378","why","23",0.25
"8379","why","24",0.25
"8380","why","25",0.31
"8381","why","26",0.4
"8382","why","27",0.5
"8383","why","28",0.54
"8384","why","29",0.59
"8385","why","30",0.58
"8386","about","16",0
"8387","about","17",0.02
"8388","about","18",0.01
"8389","about","19",0.01
"8390","about","20",0.03
"8391","about","21",0.02
"8392","about","22",0.03
"8393","about","23",0.03
"8394","about","24",0.06
"8395","about","25",0.07
"8396","about","26",0.1
"8397","about","27",0.12
"8398","about","28",0.22
"8399","about","29",0.23
"8400","about","30",0.28
"8401","above","16",0.01
"8402","above","17",0.02
"8403","above","18",0.02
"8404","above","19",0.02
"8405","above","20",0.03
"8406","above","21",0.03
"8407","above","22",0.05
"8408","above","23",0.04
"8409","above","24",0.08
"8410","above","25",0.11
"8411","above","26",0.13
"8412","above","27",0.19
"8413","above","28",0.24
"8414","above","29",0.23
"8415","above","30",0.27
"8416","around","16",0
"8417","around","17",0.03
"8418","around","18",0.02
"8419","around","19",0.03
"8420","around","20",0.06
"8421","around","21",0.05
"8422","around","22",0.07
"8423","around","23",0.11
"8424","around","24",0.14
"8425","around","25",0.22
"8426","around","26",0.23
"8427","around","27",0.28
"8428","around","28",0.43
"8429","around","29",0.37
"8430","around","30",0.43
"8431","at","16",0.01
"8432","at","17",0.03
"8433","at","18",0.03
"8434","at","19",0.05
"8435","at","20",0.06
"8436","at","21",0.08
"8437","at","22",0.12
"8438","at","23",0.16
"8439","at","24",0.2
"8440","at","25",0.23
"8441","at","26",0.33
"8442","at","27",0.38
"8443","at","28",0.52
"8444","at","29",0.47
"8445","at","30",0.49
"8446","away","16",0
"8447","away","17",0.03
"8448","away","18",0.05
"8449","away","19",0.09
"8450","away","20",0.09
"8451","away","21",0.11
"8452","away","22",0.16
"8453","away","23",0.24
"8454","away","24",0.29
"8455","away","25",0.38
"8456","away","26",0.41
"8457","away","27",0.47
"8458","away","28",0.64
"8459","away","29",0.54
"8460","away","30",0.59
"8461","back","16",0.02
"8462","back","17",0.06
"8463","back","18",0.07
"8464","back","19",0.13
"8465","back","20",0.12
"8466","back","21",0.17
"8467","back","22",0.21
"8468","back","23",0.32
"8469","back","24",0.36
"8470","back","25",0.41
"8471","back","26",0.43
"8472","back","27",0.49
"8473","back","28",0.66
"8474","back","29",0.57
"8475","back","30",0.64
"8476","behind","16",0
"8477","behind","17",0.02
"8478","behind","18",0.02
"8479","behind","19",0.04
"8480","behind","20",0.05
"8481","behind","21",0.06
"8482","behind","22",0.09
"8483","behind","23",0.14
"8484","behind","24",0.18
"8485","behind","25",0.23
"8486","behind","26",0.3
"8487","behind","27",0.35
"8488","behind","28",0.47
"8489","behind","29",0.46
"8490","behind","30",0.49
"8491","beside","16",0
"8492","beside","17",0.01
"8493","beside","18",0.02
"8494","beside","19",0.01
"8495","beside","20",0.02
"8496","beside","21",0.02
"8497","beside","22",0.05
"8498","beside","23",0.08
"8499","beside","24",0.1
"8500","beside","25",0.1
"8501","beside","26",0.13
"8502","beside","27",0.15
"8503","beside","28",0.21
"8504","beside","29",0.22
"8505","beside","30",0.29
"8506","by","16",0.01
"8507","by","17",0.04
"8508","by","18",0.03
"8509","by","19",0.05
"8510","by","20",0.05
"8511","by","21",0.08
"8512","by","22",0.11
"8513","by","23",0.14
"8514","by","24",0.17
"8515","by","25",0.24
"8516","by","26",0.27
"8517","by","27",0.36
"8518","by","28",0.48
"8519","by","29",0.41
"8520","by","30",0.45
"8521","down","16",0.2
"8522","down","17",0.3
"8523","down","18",0.37
"8524","down","19",0.46
"8525","down","20",0.49
"8526","down","21",0.54
"8527","down","22",0.55
"8528","down","23",0.62
"8529","down","24",0.68
"8530","down","25",0.75
"8531","down","26",0.73
"8532","down","27",0.76
"8533","down","28",0.89
"8534","down","29",0.81
"8535","down","30",0.82
"8536","for","16",0
"8537","for","17",0.02
"8538","for","18",0.02
"8539","for","19",0.03
"8540","for","20",0.04
"8541","for","21",0.05
"8542","for","22",0.08
"8543","for","23",0.12
"8544","for","24",0.16
"8545","for","25",0.21
"8546","for","26",0.28
"8547","for","27",0.36
"8548","for","28",0.5
"8549","for","29",0.45
"8550","for","30",0.51
"8551","here","16",0.03
"8552","here","17",0.06
"8553","here","18",0.09
"8554","here","19",0.12
"8555","here","20",0.18
"8556","here","21",0.21
"8557","here","22",0.31
"8558","here","23",0.36
"8559","here","24",0.43
"8560","here","25",0.5
"8561","here","26",0.54
"8562","here","27",0.59
"8563","here","28",0.78
"8564","here","29",0.69
"8565","here","30",0.71
"8566","inside","16",0.05
"8567","inside","17",0.08
"8568","inside","18",0.14
"8569","inside","19",0.21
"8570","inside","20",0.24
"8571","inside","21",0.25
"8572","inside","22",0.38
"8573","inside","23",0.45
"8574","inside","24",0.51
"8575","inside","25",0.58
"8576","inside","26",0.61
"8577","inside","27",0.63
"8578","inside","28",0.82
"8579","inside","29",0.7
"8580","inside","30",0.75
"8581","into","16",0
"8582","into","17",0.02
"8583","into","18",0.02
"8584","into","19",0.02
"8585","into","20",0.02
"8586","into","21",0.02
"8587","into","22",0.06
"8588","into","23",0.08
"8589","into","24",0.09
"8590","into","25",0.11
"8591","into","26",0.16
"8592","into","27",0.19
"8593","into","28",0.3
"8594","into","29",0.28
"8595","into","30",0.34
"8596","of","16",0
"8597","of","17",0.02
"8598","of","18",0.01
"8599","of","19",0.04
"8600","of","20",0.01
"8601","of","21",0.02
"8602","of","22",0.03
"8603","of","23",0.06
"8604","of","24",0.09
"8605","of","25",0.1
"8606","of","26",0.14
"8607","of","27",0.21
"8608","of","28",0.29
"8609","of","29",0.27
"8610","of","30",0.33
"8611","off","16",0.12
"8612","off","17",0.16
"8613","off","18",0.26
"8614","off","19",0.36
"8615","off","20",0.35
"8616","off","21",0.44
"8617","off","22",0.49
"8618","off","23",0.58
"8619","off","24",0.61
"8620","off","25",0.68
"8621","off","26",0.71
"8622","off","27",0.73
"8623","off","28",0.88
"8624","off","29",0.76
"8625","off","30",0.78
"8626","on","16",0.12
"8627","on","17",0.16
"8628","on","18",0.22
"8629","on","19",0.32
"8630","on","20",0.33
"8631","on","21",0.43
"8632","on","22",0.51
"8633","on","23",0.54
"8634","on","24",0.61
"8635","on","25",0.69
"8636","on","26",0.71
"8637","on","27",0.74
"8638","on","28",0.89
"8639","on","29",0.76
"8640","on","30",0.8
"8641","out","16",0.11
"8642","out","17",0.15
"8643","out","18",0.25
"8644","out","19",0.34
"8645","out","20",0.32
"8646","out","21",0.37
"8647","out","22",0.44
"8648","out","23",0.53
"8649","out","24",0.54
"8650","out","25",0.63
"8651","out","26",0.67
"8652","out","27",0.67
"8653","out","28",0.83
"8654","out","29",0.7
"8655","out","30",0.74
"8656","over","16",0.01
"8657","over","17",0.03
"8658","over","18",0.04
"8659","over","19",0.05
"8660","over","20",0.06
"8661","over","21",0.11
"8662","over","22",0.14
"8663","over","23",0.21
"8664","over","24",0.26
"8665","over","25",0.3
"8666","over","26",0.39
"8667","over","27",0.42
"8668","over","28",0.64
"8669","over","29",0.52
"8670","over","30",0.57
"8671","there","16",0.02
"8672","there","17",0.06
"8673","there","18",0.08
"8674","there","19",0.11
"8675","there","20",0.14
"8676","there","21",0.21
"8677","there","22",0.23
"8678","there","23",0.35
"8679","there","24",0.4
"8680","there","25",0.45
"8681","there","26",0.51
"8682","there","27",0.59
"8683","there","28",0.75
"8684","there","29",0.65
"8685","there","30",0.69
"8686","to","16",0.01
"8687","to","17",0.03
"8688","to","18",0.03
"8689","to","19",0.06
"8690","to","20",0.05
"8691","to","21",0.09
"8692","to","22",0.12
"8693","to","23",0.2
"8694","to","24",0.25
"8695","to","25",0.3
"8696","to","26",0.37
"8697","to","27",0.44
"8698","to","28",0.59
"8699","to","29",0.53
"8700","to","30",0.6
"8701","under","16",0.01
"8702","under","17",0.03
"8703","under","18",0.04
"8704","under","19",0.07
"8705","under","20",0.09
"8706","under","21",0.12
"8707","under","22",0.15
"8708","under","23",0.26
"8709","under","24",0.3
"8710","under","25",0.4
"8711","under","26",0.44
"8712","under","27",0.48
"8713","under","28",0.66
"8714","under","29",0.6
"8715","under","30",0.65
"8716","up","16",0.28
"8717","up","17",0.35
"8718","up","18",0.43
"8719","up","19",0.53
"8720","up","20",0.51
"8721","up","21",0.59
"8722","up","22",0.61
"8723","up","23",0.66
"8724","up","24",0.7
"8725","up","25",0.77
"8726","up","26",0.76
"8727","up","27",0.74
"8728","up","28",0.9
"8729","up","29",0.82
"8730","up","30",0.83
"8731","with","16",0
"8732","with","17",0.02
"8733","with","18",0.02
"8734","with","19",0.05
"8735","with","20",0.04
"8736","with","21",0.05
"8737","with","22",0.13
"8738","with","23",0.17
"8739","with","24",0.23
"8740","with","25",0.27
"8741","with","26",0.35
"8742","with","27",0.4
"8743","with","28",0.58
"8744","with","29",0.5
"8745","with","30",0.58
"8746","a","16",0.04
"8747","a","17",0.05
"8748","a","18",0.07
"8749","a","19",0.12
"8750","a","20",0.13
"8751","a","21",0.16
"8752","a","22",0.23
"8753","a","23",0.25
"8754","a","24",0.3
"8755","a","25",0.37
"8756","a","26",0.4
"8757","a","27",0.48
"8758","a","28",0.61
"8759","a","29",0.54
"8760","a","30",0.62
"8761","all","16",0.03
"8762","all","17",0.05
"8763","all","18",0.07
"8764","all","19",0.12
"8765","all","20",0.12
"8766","all","21",0.15
"8767","all","22",0.19
"8768","all","23",0.3
"8769","all","24",0.33
"8770","all","25",0.39
"8771","all","26",0.43
"8772","all","27",0.49
"8773","all","28",0.67
"8774","all","29",0.59
"8775","all","30",0.65
"8776","an","16",0.01
"8777","an","17",0.02
"8778","an","18",0.01
"8779","an","19",0.02
"8780","an","20",0.02
"8781","an","21",0.02
"8782","an","22",0.04
"8783","an","23",0.03
"8784","an","24",0.05
"8785","an","25",0.09
"8786","an","26",0.1
"8787","an","27",0.12
"8788","an","28",0.17
"8789","an","29",0.18
"8790","an","30",0.22
"8791","another","16",0.01
"8792","another","17",0.03
"8793","another","18",0.04
"8794","another","19",0.06
"8795","another","20",0.06
"8796","another","21",0.08
"8797","another","22",0.11
"8798","another","23",0.19
"8799","another","24",0.22
"8800","another","25",0.28
"8801","another","26",0.35
"8802","another","27",0.36
"8803","another","28",0.53
"8804","another","29",0.45
"8805","another","30",0.52
"8806","any","16",0
"8807","any","17",0.02
"8808","any","18",0.02
"8809","any","19",0.03
"8810","any","20",0.02
"8811","any","21",0.03
"8812","any","22",0.05
"8813","any","23",0.09
"8814","any","24",0.13
"8815","any","25",0.16
"8816","any","26",0.22
"8817","any","27",0.32
"8818","any","28",0.41
"8819","any","29",0.36
"8820","any","30",0.42
"8821","each","16",0
"8822","each","17",0.02
"8823","each","18",0.02
"8824","each","19",0.02
"8825","each","20",0.01
"8826","each","21",0.01
"8827","each","22",0.04
"8828","each","23",0.03
"8829","each","24",0.05
"8830","each","25",0.06
"8831","each","26",0.08
"8832","each","27",0.15
"8833","each","28",0.14
"8834","each","29",0.18
"8835","each","30",0.2
"8836","every","16",0
"8837","every","17",0.02
"8838","every","18",0.02
"8839","every","19",0.02
"8840","every","20",0.01
"8841","every","21",0.02
"8842","every","22",0.03
"8843","every","23",0.07
"8844","every","24",0.08
"8845","every","25",0.11
"8846","every","26",0.15
"8847","every","27",0.19
"8848","every","28",0.26
"8849","every","29",0.31
"8850","every","30",0.32
"8851","more","16",0.22
"8852","more","17",0.29
"8853","more","18",0.39
"8854","more","19",0.45
"8855","more","20",0.5
"8856","more","21",0.52
"8857","more","22",0.59
"8858","more","23",0.68
"8859","more","24",0.7
"8860","more","25",0.75
"8861","more","26",0.75
"8862","more","27",0.79
"8863","more","28",0.91
"8864","more","29",0.87
"8865","more","30",0.86
"8866","much","16",0.01
"8867","much","17",0.02
"8868","much","18",0.03
"8869","much","19",0.04
"8870","much","20",0.03
"8871","much","21",0.04
"8872","much","22",0.08
"8873","much","23",0.11
"8874","much","24",0.14
"8875","much","25",0.16
"8876","much","26",0.2
"8877","much","27",0.21
"8878","much","28",0.35
"8879","much","29",0.31
"8880","much","30",0.39
"8881","none","16",0.01
"8882","none","17",0.03
"8883","none","18",0.04
"8884","none","19",0.05
"8885","none","20",0.06
"8886","none","21",0.07
"8887","none","22",0.09
"8888","none","23",0.15
"8889","none","24",0.15
"8890","none","25",0.18
"8891","none","26",0.21
"8892","none","27",0.26
"8893","none","28",0.36
"8894","none","29",0.36
"8895","none","30",0.42
"8896","not","16",0.01
"8897","not","17",0.03
"8898","not","18",0.04
"8899","not","19",0.06
"8900","not","20",0.06
"8901","not","21",0.11
"8902","not","22",0.13
"8903","not","23",0.18
"8904","not","24",0.25
"8905","not","25",0.29
"8906","not","26",0.36
"8907","not","27",0.42
"8908","not","28",0.61
"8909","not","29",0.51
"8910","not","30",0.52
"8911","other","16",0
"8912","other","17",0.02
"8913","other","18",0.02
"8914","other","19",0.04
"8915","other","20",0.03
"8916","other","21",0.08
"8917","other","22",0.1
